Org Key,Event Key,Event Title,Topline,Headliner,Openers,Date(s),Time(s),Price/Admission,Age Restriction,Event Description,Staff/Artists,Category,Venue,Venue Info,Street Name,Address Line 2,City,State,Postal Code,Event Image URL,Location Link,Get Tickets,URL
0001,000004,Beauty & The Beast,True Love Blooms from Within,,,"May 14 - May 23, 2021",,,,"Stunning costumes and enchanting choreography showcase the power of love and acceptance. Watch Belle’s kindness transform the monster into a man, reminding us that true beauty lies beneath the surface.

","Choreographer                                                                            Lew Christensen

Composer                                                                            Pyotr Ilyich Tchaikovsky

Run Time                                                                            90 Minutes

",Performance,Performing at Winspear Opera House and Bass Performance Hall,Performance Hall,,",",,,,https://texasballettheater.org/wp-content/uploads/2020/04/beauty-beast-hero.jpg,,,https://texasballettheater.org/perfomance/beauty-and-the-beast/
0001,000005,A Masked Ballet,,,,"Date   December 5, 2020",Time   6:00 pm,"Price   $100 per ticket; sponsor opportunities and ""tables"" available",," On behalf of Texas Ballet Theater (TBT), we are pleased to invite you to A Masked Ballet – a virtual gala–on December 5, 2020.Presented on an innovative new platform by SportFive, sponsors and their guests will experience a captivating evening featuring the world premiere of a new work by Artistic Director Ben Stevenson, O.B.E. to Strauss’Emperor Waltz; tributes by celebrity guests; visits by TBT Company Dancers at private virtual tables; and exclusive behind-the-scenes TBT content. Funds raised from A Masked Balletdirectly support the TBT Relief Fund and are imperative to TBT’s ability to continue elevating the art of ballet in North Texas and beyond. For more information aboutA Masked Ballet, please contact our Events team at specialevents@texasballet.org.  Sponsor Levels Presenting Sponsor: $50,000 Prima Ballerina Sponsor: $25,000 Soloist Sponsor: $10,000 Corps de Ballet Sponsor: $5,000 Table Sponsor: $2,500 ",,"Visual,",Virtual  Support TBT from the comfort of your home.,Night Club,,",",,,,https://texasballettheater.org/wp-content/uploads/2020/11/Masked-ballet-website-graphic.png,,https://texasballettheater.networkforgood.com/projects/38954-art-access-education,https://texasballettheater.org/events/a-masked-ballet/
0002,000000,It Came From THeatre Three,"By Jonathan Norton, Blake Hackler, Nicole Neely and The Drama Club
Directed by Christie Vela and Jeffrey Schmidt",,,,"Monday, October 19 at 7:30 PM
Thursday, October 22 at 7:30 PM
Friday, October 23 at 8:00 PM
Saturday, October 24 at 8:00 PM
Sunday, October 25 at 2:30 PM
Wednesday, October 28 at 2:00 PM
Thursday, October 29 at 7:30 PM
Friday, October 30 at 8:00 PM
Saturday, October 31 at 2:30 PM
Saturday, October 31 at 8:00 PM
Sunday, November 1 at 2:30 PM ",,,"Something spine-chilling this way comes… in the form of a new virtual offering from Theatre Three. Four local playwrights; Jonathan Norton, Blake Hackler, Nicole Neely and The Drama Club to contribute short, frightening pieces to be produced virtually in one jam-packed program with two very distinguished hosts to keep things moving along.
It Came From Theatre Three will be performed and designed to work within the necessary current social distancing restrictions. Streaming access codes are only $15.",,Performance,,,,",",,,,https://www.theatre3dallas.com/wp-content/uploads/2020/08/It-Came-from-T3-1-480x710.png,,,https://www.theatre3dallas.com/shows-tickets/
0002,000001,Twas the Night at T3,"Conceived by Jeffrey Schmidt and Christie Vela, Musical Direction/Performances by Cherish Robinson and Sammy Rat Rios",,,,Run Dates: December 21-24,,,"In hopes of sharing a little holiday cheer from afar, the Theatre Three team has arranged an evening full of festive illustrations, heartwarming musical performances by Cherish Robinson and Sammy Rat Rios, and a reading of a holiday classic by the wonderful Emily Gray from the magic of the Theatre Three stage. December can be busy, but if you’re needing a short spark of spirit from your favorite local theatre, tune in to this virtual offering. Happy holidays!",,Performance,,,,",",,,,https://www.theatre3dallas.com/wp-content/uploads/2020/11/Twas-the-Night-website-480x733.jpg,,,https://www.theatre3dallas.com/shows-tickets/
0002,000002,Oo-Bla-Dee,"Written and Directed by Regina Taylor, Musical Direction by (TBD)",,,,"Run Dates: February 11- March 14, 2021",,,"As one of Dallas’ most accomplished theatrical exports, Regina Taylor is known for her luscious, ripe language and exhilarating poetry. With a background beat of be-bop, she combines realism with lilting lyricism to tell the tale of Gin Del Sol, a young saxophone player who joins an all-black, female jazz quartet. Set in the post-war era, Taylor’s tribute to the ladies of jazz chronicles the struggles of musicians trying to make sweet music over the intrusive societal noise of pervasive sexism and racism. Powerful! Eclectic! A Jazz Lover’s Experience!",,Performance,,,,",",,,,https://www.theatre3dallas.com/wp-content/uploads/2020/11/Oo-Bla-Dee-Poster-TENTATIVE-480x715.png,,,https://www.theatre3dallas.com/shows-tickets/
0002,000003,NA,,,,,,,,Event data TBD,,Performance,,,,",",,,,https://www.theatre3dallas.com/wp-content/uploads/2020/11/Whos-Afraid-of-VW-poster-TENTATIVE-480x714.png,,,https://www.theatre3dallas.com/shows-tickets/
0002,000004,Meredith Willson’s The Music Man,"Book, Music and Lyrics by Meredith Willson
Based on a story by Meredith Willson and Franklin Lacey
Directed by Joel Ferrell with Musical Direction by Vonda Bowling",,,,Run Dates: (4/8/2021-5/2/2021),,,"One of the most cherished American classics, The Music Man, merrily marches onto the T3 stage! Called “one of the sunniest musicals ever” by the New York Times, this family-friendly story should be joyfully shared with every generation. This is a timeless story of the fast-talking salesman, Harold Hill, who cons the good folks of River City, Iowa, into believing that he can teach their children to play in a marching band. Before the fraudulent teacher can skip town with the loot, Harold’s got trouble when he falls for the quick-witted, not to mention beautiful, small town librarian, Marian. A slice of Americana you won’t want to miss!",,Performance,,,,",",,,,https://www.theatre3dallas.com/wp-content/uploads/2020/06/Music-Man-Poster_website-image-v2-480x711.jpg,,,https://www.theatre3dallas.com/shows-tickets/
0002,000005,The Bippy Boppy Boo Show,,,,,"Friday, October 23 at 10:00 PM
Saturday, October 24 at 10:00 PM
Thursday, October 29 at 9:30 PM
Friday, October 30 at 10:00 PM
Saturday, October 31 at 10:00 PM
Tuesday, November 3 at 7:30 PM",,,"A Co-Production with Danielle Georgiou Dance Group
Written and directed by Danielle Georgiou
The ghosts of Theatre Three are back!! Coming this October, spend an evening, or 6, with a new live show each night! Commemorating the scariest year ever, THE BIPPY BOBBY BOO: 2020 CALL-IN SPECIAL will be full of glitz, gags, and glamorous ghosts! After spending a glorious run with live audiences, the ghosts have become stir-crazy in the theatre without a show going on! Instead of waiting for audiences to return in person, the ghosts will be haunting the internet with this live-streamed interactive event! Do you have a joke for Bippy Bobby? Join the tradition and call in with your favorite Halloween humor! Want to give Bippy a piece of your mind? Ring the Halloween hotline and howl! Get your tickets for this wild internet extravaganza and come join in the fun!",,Performance,,,,",",,,,https://www.theatre3dallas.com/wp-content/uploads/2020/09/Bippy-Bobby-T3TV-v3-1-480x712.png,,,https://www.theatre3dallas.com/shows-tickets/
0002,000006,NA,,,,,,,,Event data TBD,,Performance,,,,",",,,,https://www.theatre3dallas.com/wp-content/uploads/2020/11/Murder-on-Polar-Bear-Express-poster-TENTATIVE-480x711.png,,,https://www.theatre3dallas.com/shows-tickets/
0003,000000,Remember. Breathe. Dream.,,,,,,,,A contemplative visual arts journey inviting you to imagine a new world FEATURING FIVE MULTIMEDIA INSTALLATIONS CREATED BY  Cara Mía’s Playwright In Residence Virginia Grise Dallas sculptor Andrew Scott in collaboration with Zen master Ruben Habito from SMU’s Perkins School of Theology Storyteller and healer Stefanie Tovar  Tickets will not be sold at the door and must be purchased ahead of time.,,,Latino Cultural Center,,,",",,,,http://artandseek.org/calendar/images/events/105774.1.jpg?v=1605557741,,,http://artandseek.org/calendar/event/105774/remember-breathe-dream
0003,000001,The Workshop,,,,,,,,Every other Monday the Latino Cultural Center will lead an online craft workshop. Please visit our page for updated information on dates and supplies needed.,,,Latino Cultural Center,,,",",,,,http://artandseek.org/calendar/images/events/105371.1.jpg?v=1601912826,,,http://artandseek.org/calendar/event/105371/the-workshop
0005,000000,Return of the Real - Rakim Al-Jabbaar,,,"Mozez Tha Great, Alsace Carcione, Shoose McGee, Asia Kyree, Socandy, Shaquan Bivens","Fri, November 27, 2020",Start time: 9:00 PM. Doors: 7:00 PM,,21 & Over,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/11/uploadedimage_5fb74c91af669.jpg,,https://www.axs.com/events/397747/return-of-the-real-rakim-al-jabbaar-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397747
0005,000001,Helstar,,,"Infidel Rising, ASKa, Iron Jaw, James Norton","Sat, November 28, 2020",Start time: 7:00 PM. Doors: 9:00 AM,,All Ages,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/10/uploadedimage_5f9c2b5cb1b4b.jpg,,https://www.axs.com/events/397334/helstar-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397334
0005,000002,Empiires,,,Alloy,"Fri, December 4, 2020",Start time: 10:00 AM. Doors: 9:00 PM,,All Ages,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/11/uploadedimage_5fb346fb3d3d5.jpg,,https://www.axs.com/events/397558/empiires-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397558
0005,000003,Toys for Tots - Drowning Pool,,,"5 Billion & Counting, In Blood","Sat, December 5, 2020",Start time: 8:00 PM. Doors: 7:00 PM,,All Ages,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/11/uploadedimage_5fb74cc4ee8d1.jpg,,https://www.axs.com/events/397748/toys-for-tots-drowning-pool-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397748
0005,000004,Struggle,,,,"Fri, December 11, 2020",Start time: 8:00 PM. Doors: 7:00 PM,,All Ages,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/11/uploadedimage_5fb298a74f91b.jpg,,https://www.axs.com/events/397550/struggle-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397550
0005,000005,DownLo - CLINT'S TURNING 50,,,"Secret of Boris, Crankfish","Sat, December 12, 2020",Start time: 8:00 PM. Doors: 7:00 PM,,All Ages,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/11/uploadedimage_5fb3449781efb.jpg,,https://www.axs.com/events/397443/downlo-clint-s-turning-50-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397443
0005,000006,Rebel Yell,,,"Unglued, Basket Case","Sat, December 26, 2020",Start time: 9:00 PM. Doors: 8:00 PM,,All Ages,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/11/uploadedimage_5fb74b925704c.jpg,,https://www.axs.com/events/397745/rebel-yell-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397745
0005,000007,Beware! Criminals,,,"Elite, 411","Sat, January 9, 2021",Start time: 8:00 PM. Doors: 7:00 PM,,All Ages,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/11/uploadedimage_5fb74be982a60.jpg,,https://www.axs.com/events/397746/beware-criminals-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397746
0005,000008,Watsky,,,"Travis Thompson, Feed The Biirds","Fri, March 26, 2021",Start Time: 8:00 PM,,All Ages," Watsky has made a career of experimenting while maintaining consistency. Even as his hip hop has evolved to include elements of rock, jazz and orchestral arrangements, he has held true to his distinct blend of occasionally funny, often virtuosic, always honest wordplay. A product San Francisco’s spoken word poetry scene, Watsky has appeared on HBO Def Poetry, Ellen, NPR, PBS, Lin-Manuel Miranda’s Hamilton Mixtape, toured extensively with his live band, and accumulated over 200 million YouTube views. In 2016 his new album x Infinity reached #4 on the Billboard rap albums chart, and his debut essay collection, How To Ruin Everything (Plume/Penguin/Random-House), was a New York Times bestseller. Shortly after, he released his 2019 album Complaint and tour extensively. ",,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2019/11/watsky_11-19-19_19_5dd430c4be4dd.jpg,,https://www.axs.com/events/387956/watsky-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/387956
0005,000009,Jackopierce,,,,"Sat, April 10, 2021",Start time: 8:00 PM. Doors: 7:00 PM,,All Ages," Jack O’Neill and Cary Pierce, aka Jackopierce, are celebrating 30+ years of making music that has amassed a loyal following of millions of fans across the country and the world. They put on a super high-energy, full-band show with what the Dallas Morning News calls “spotless harmonies."" ",,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/01/uploadedimage_5e2a00c639572.jpg,,https://www.axs.com/events/388991/jackopierce-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/388991
0005,000010,Greer,,,Honeysticks,"Fri, April 23, 2021",Start time: 8:00 PM. Doors: 7:00 PM,,All Ages," Since their formation in November 2018, Greer has cultivated an impressive internet presence including 7 million global streams with only two officially released songs, ""Bittersweet"" and ""Song For Me."" The band is heading into the studio early next month with renowned producer Rob Schnapf (Elliott Smith, Guided By Voices, Beck) with plans to release new music later this year. ",,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/01/greer_01-28-20_19_5e30a8d2b65c1.jpg,,https://www.axs.com/events/396187/greer-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/396187
0005,000011,Joywave,,,,"Fri, June 11, 2021",Start time: 8:00 PM. Doors: 7:00 PM,,,,,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/10/uploadedimage_5f89038d4b9a5.jpg,,https://www.axs.com/events/397135/joywave-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/397135
0005,000012,Metalachi,,,,"Sun, October 10, 2021",Start time: 8:00 PM. Doors: 7:00 PM,,All Ages," THE STORY OF METALACHI… On a hot summer night in Veracruz Mexico circa 1982,Consuela Espinoza stumbled out of her dilapidatedshanty and into Rock N Roll history. What began as aninnocent night of snorting horse tranquilizers in a hotelroom with seven members of the village jai alai teamwent on to produce the greatest metal band to ever live.Unhampered by a steady regime of tequila and illadvised sumo lessons, nine months later five bastardchildren were born. Unable to care for her hungryoffspring and concerned that motherhood wouldseriously interfere with her Tuesday night Karaokeleague, Consuela hastily packed the babies into thesaddlebags of a burro and sent her children off toAmerica in search of a better life. Against all odds, 14years later, and nearly dead from dehydration, the burroknelt down to drink from the stagnant waters of the RioGrande just outside of Juarez Mexico –mere yards fromthe U.S. border. With one fleeting burst of energy thebrothers Espinoza cinco climbed from their leatherrestraints and scampered the vast reaches of the river,collapsing onto the sweet amber hue of American soil. Asif by destiny, lodged in the sand beneath their tannedfaces was a record sleeve upon which were the words“PARANOID” and “BLACK SABBATH”. For many years tofollow, this definitive black metal album served not onlyas a teacher and a mentor..but also as a friend. Fromthese bleak and humble begins grew the seed that wouldeventually be the band we know today. Often referred toas the greatest heavy metal band to ever live..alwaysreferred to as…METALACHI. ",,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/09/uploadedimage_5f7224d8795ff.jpg,,https://www.axs.com/events/396790/metalachi-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/396790
0005,000013,King's X,,,Bezel,"Fri, October 29, 2021",Start time: 8:00 PM. Doors: 8:00 PM,,All Ages," 						Few hard rock bands are as widely respected yet criminally overlooked as King's X. The trio (bassist/vocalist Doug Pinnick, guitarist/vocalist Ty Tabor, and drummer/vocalist Jerry Gaskill) seemed destined for the big time with their irresistible blend of melodic Beatlesque harmonies, metallic riffing, and prog rock detours, yet for reasons unknown, never truly broke through to a mainstream audience. Pinnick (b. September 3, 1950) first met Gaskill (b. December 27, 1957) when the duo was touring with the Christian rock outfit Petra, and soon after, met up-and-coming guitarist Tabor (b. September 17, 1961). The trio joined forces in 1980 with the Top 40 cover band the Edge and thoroughly played the Missouri bar scene. By 1983, the band had changed their name to Sneak Preview and was now completely focusing on their original compositions -- resulting in an obscure and very hard to find self-titled debut album released around this time. Sneak Preview was offered a recording contract in 1985 if they relocated to Houston, TX, which they did, but the deal failed to materialize. Undeterred, the trio continued on and perfected their sound and songwriting further, catching a break when ZZ Top video producer Sam Taylor took the group under his wing, helping them secure a recording contract with New York's Megaforce label in 1987, and suggesting that they change their name to King's X (the name of a local outfit that Taylor was an admirer of back in his high school days). In 1988, King's X released their debut album, Out of the Silent Planet. Despite praise amongst critics, the public didn't know exactly what to make of the group's original and multi-genre encompassing style, and the album sank without a trace. But with their sophomore release, 1989's classic Gretchen Goes to Nebraska, a buzz began to develop around the band in the metal community, as members of Anthrax and Living Colour praised King's X in the press, and MTV granted a few airings of their anthemic track ""Over My Head."" The stage was set for the group's big breakthrough, and things appeared to be going according to plan when their third release, Faith Hope Love, surfaced in late 1990. The album just missed the U.S. Top 30 and nearly reached gold certification, due to landing a lengthy spot opening on AC/DC's sold out arena tour in both the states and Europe, while the Beatlesque ""It's Love"" received major airtime on MTV. What should have been an exciting time for the band quickly turned sour, however, as King's X began to experience trouble with manager Taylor. 1992's self-titled release (the group's first to appear on Atlantic Records without the Megaforce imprint) proved not to be as focused as their previous pair of albums, resulting in the album disappearing quickly from sight after release (and their ensuing tour halted), as they ended their relationship with Taylor. But it appeared as though the change had refueled the group's musical desire once again, as evidenced by the Brendan O'Brien-produced, stellar 1994 release, Dogman, which performed respectfully on the charts. This success resulted in the band opening shows for Pearl Jam and a show-stopping performance on the opening night of the mammoth Woodstock '94 festival. Atlantic Records began putting pressure on the trio to deliver a breakthrough hit but when 1996's Ear Candy failed to live up to expectations, King's X left the label (Atlantic would issue one more release from the band a year later, The Best Of, which featured 13 fan favorites, as well as three unreleased compositions and a live track). 1998 saw the group sign to the Metal Blade label, as both Pinnick and Tabor issued their first solo albums (Tabor with Moonflower Lane and Pinnick with Massive Grooves, the latter issued under the alias Poundhound), followed by the group's seventh studio release overall, Tapehead. Now free to issue albums at their own pace, the group issued two more albums only a year apart -- 2000's Please Come Home...Mr. Bulbous and 2001's Manic Moonlight. Pinnick continued his solo career in conjunction to King's X, issuing Poundhound's second release, Pineappleskunk, the same year (as well as forming a side-project with former members of Trouble, dubbed Supershine), while Tabor issued two albums with the prog metal supergroup Platypus -- 1998's When Pus Comes to Shove and 2000's Ice Cycles. Around the same time, King's X received a pleasant accolade from their peers when they were voted as one of the ""100 Greatest Artists of Hard Rock"" on a VH1 TV special. In 2003, the band released Black Like Sunday, a collection of re-recorded songs from early in their career that had previously only existed as demos or bootlegs. Their first concert album, Live All Over the Place, arrived the following year, followed by their eleventh studio recording, Ogre Tones, in 2005.					",,Performance,Trees Dallas,Night Club,2709 Elm Street,",","Dallas,",TX,75226,https://i.axs.com/2020/01/uploadedimage_5e27595d035b1.jpg,,https://www.axs.com/events/390931/king-s-x-tickets?skin=treesdallas,https://www.treesdallas.com/events/detail/390931
